gene_symbol	Control1	Control2	Control3	Control4	Diseased1	Diseased2	Diseased3	Diseased4
RN7SL2	47932	39709	75132	263	633897	1223093	289596	685534
CTD-2302E22.6	0	0	1	1	5	0	0	8
LINC01138	21	21	17	12	50	53	35	60
RP11-823E8.3	11	13	11	10	11	40	2	41
RP13-362E11.3	3	4	1	2	0	0	1	0
RP13-210D15.8	2	2	1	1	0	0	8	0
FAM27E3	16	41	11	20	8	21	44	10
AC011718.2	0	0	20	11	1	2	0	2
INO80B-WBP1	0	0	0	2	0	123	0	24
RF00004	2	1	3	0	0	1	23	4
RP11-570L14.1	3	5	0	1	0	0	4	0
ABC12-47964100C23.1	4	13	5	2	1	3	11	0
RP11-475E11.9	0	0	1	0	0	3	3	3
GATSL2	15	9	20	2	110	36	79	52
CTA-315H11.2	7	20	10	11	14	26	4	40
SNORD1C	0	0	0	0	17	17	1	9
RP11-140H17.2	0	0	0	0	7	0	17	21
ABCB10P1	12	33	7	16	3	6	6	0
CTD-2553L13.10	0	3	3	1	0	0	2	6
RP11-278C7.3	0	0	1	0	7	9	1	5
CTC-281F24.3	2	9	6	8	0	0	0	2
AL133243.3	0	4	0	0	7	0	0	0
RP4-568C11.4	1	5	2	0	0	5	4	2
NATD1	43	31	58	9	197	149	125	300
RP11-120E5.1	0	15	0	7	0	0	1	0
H2AFB1	8	0	2	3	0	0	0	4
RP11-158H5.8	26	38	22	20	38	22	24	10
RN7SL248P	2	2	4	0	0	0	6	0
RP11-324E6.10	0	0	1	1	0	0	1	13
RP11-272L14.2	0	0	0	0	10	3	2	5
ANTXRL	1	5	9	1	8	3	2	5
RF00003	0	0	1	0	3	5	0	1
SOCS7	67	46	81	15	262	114	245	348
RP11-757O6.6	1	2	3	0	0	0	0	10
RF00017	0	1	0	0	9	0	0	2
RP11-77K12.9	14	19	27	12	10	10	31	57
KB-68A7.1	4	15	8	7	3	2	0	6
TBC1D3H	0	0	0	0	0	0	13	0
RP1-267L14.6	0	1	5	0	1	3	0	5
CTC-1337H24.3	2	3	3	1	14	0	1	2
GGTLC3	0	4	6	0	3	0	1	5
RP11-566K19.6	1	0	0	1	0	0	0	16
XXbac-BPG294E21.9	2	0	0	0	5	0	5	6
CH17-189H20.1	5	12	9	3	42	32	19	19
SNORA73A	13	11	67	0	361	355	41	349
HIST1H3B	2	3	3	1	60	10	5	8
RP11-34F20.7	8	20	14	19	9	5	6	57
RP11-44M6.7	12	31	22	4	47	60	41	88
CBSL	3	22	0	8	0	15	36	26
RP11-566K19.7	39	30	3	0	28	10	59	6
RP11-326N17.2	1	4	2	0	3	1	4	0
ADRA2B	32	40	37	14	154	54	119	66
HIST1H2BE	7	13	10	6	15	39	20	29
RP11-347I19.7	3	5	8	7	23	27	7	20
RP11-138H8.8	0	1	3	0	7	1	13	34
RF00100	1	0	0	0	7	0	5	0
RP11-345J18.2	2	8	11	6	26	15	19	15
RP11-19G24.1	0	0	0	0	12	6	0	0
SNORA71E	0	0	0	0	5	5	0	0
RP11-996F15.5	2	8	6	4	20	22	6	19
RP11-384G23.2	11	10	7	7	4	0	3	0
RP11-93G5.1	13	32	14	15	5	4	8	0
RP11-314N13.10	3	2	4	1	13	0	9	3
RP11-486O13.5	14	34	7	26	6	11	3	0
RP11-403A3.1	11	25	5	16	0	2	17	6
RP11-717F1.2	52	28	26	21	37	31	40	3
RP11-435J9.2	2	9	3	5	4	0	4	0
RP11-40B20.1	0	5	3	1	0	0	3	3
ZNF658	25	16	24	7	55	51	25	129
RP11-104O19.4	12	8	4	5	1	4	6	6
AC144831.3	3	6	6	2	13	27	19	42
RP11-94I2.4	1	9	1	2	0	0	5	0
ADAMTS7P1	7	8	1	3	0	0	2	3
TMEM269	4	6	5	3	3	0	4	0
CTD-2540L5.9	2	5	1	4	0	0	0	0
RP11-322A17.3	7	6	2	7	0	0	0	0
CTD-2036P10.6	3	5	4	0	30	15	11	22
RP5-965G21.4	3	2	1	6	6	6	3	1
RP11-433J22.2	3	0	0	0	0	2	11	0
TBC1D3D	0	0	0	0	0	12	17	0
RP11-386J22.3	17	30	8	19	30	10	20	53
LL22NC03-2H8.5	39	32	28	18	90	70	24	162
RP11-544O24.2	0	1	0	0	7	0	0	5
AC114271.2	9	9	3	2	15	0	4	1
RF02124	0	0	1	0	6	5	6	5
RF00004	2	1	3	0	0	1	23	4
RF00004	2	1	0	0	129	71	0	81
CTD-2649C14.2	11	16	16	12	12	16	18	40
RP11-323P17.2	6	14	13	15	10	0	9	2
RP11-228M15.1	5	5	3	0	54	15	18	33
RP11-60C6.8	4	3	2	1	0	0	0	0
CH17-431G21.1	19	16	40	1	134	98	118	166
RP11-976B16.1	22	24	23	23	0	16	12	5
RP11-403B2.10	3	9	6	12	0	0	1	0
TBC1D3L	37	54	40	22	106	31	44	109
RP11-144A16.3	5	0	0	0	7	0	0	0
WBSCR16	67	51	97	9	185	181	188	295
RP6-159A1.4	12	19	7	14	0	15	6	3
AC138035.3	0	7	0	5	0	0	7	0
RP11-240G22.5	10	6	12	13	9	2	3	0
CH507-42P11.1	4	3	4	2	26	9	6	0
RP11-147L13.12	2	4	6	0	20	7	4	65
CTD-3035K23.7	14	13	4	2	56	16	39	45
AC006995.8	21	45	13	13	1	0	16	9
SNORA16A	0	0	0	0	9	10	0	22
FAM74A4	2	16	3	7	0	3	7	0
RNU2-1	2	1	3	0	0	1	23	4
DGKK	11	16	5	9	2	0	2	0
RP11-423G4.10	2	2	4	2	10	3	17	26
RIMBP3B	0	0	7	10	0	7	0	3
PI4KAP1	53	47	106	0	43	136	51	34
RP11-12G12.7	0	2	2	0	1	1	9	12
HIST1H4F	0	0	3	0	8	10	0	11
RP11-399F4.2	56	51	29	80	56	15	26	19
HIST1H2BO	0	1	0	1	11	15	2	5
CH17-472G23.1	12	3	8	0	22	42	1	31
CTD-2311B13.10	5	5	3	5	2	0	0	0
RP11-347C12.11	2	1	2	0	1	0	5	0
CTD-3247H4.2	8	19	18	5	29	31	24	36
RP11-31H5.3	0	0	1	1	2	19	0	5
RP11-505K9.5	1	6	5	0	6	6	8	16
RP11-4L24.1	2	4	9	5	3	0	0	1
RP11-34H11.6	2	2	1	1	0	7	5	0
RP11-21K12.3	2	2	1	3	1	0	0	6
RP11-71L14.4	3	6	8	4	0	10	0	0
RP11-147L13.15	6	12	16	2	26	16	10	52
RP1-47A17.1	1	4	4	2	0	6	8	5
RP11-346C4.3	6	15	14	8	0	0	1	4
RP11-618L22.1	0	2	0	1	0	9	0	0
CCL23	1	0	1	1	0	2	0	8
RP5-1057I20.6	3	3	4	0	1	2	0	24
ELOA3D	0	17	0	1	0	0	0	0
CH17-53B9.4	5	6	2	5	1	0	0	0
KRTAP7-1	0	0	0	4	0	4	6	0
HIST1H3E	5	9	4	2	0	25	11	18
LA16c-358B7.4	2	8	0	4	3	1	18	2
PRAMEF27	5	2	10	8	1	0	1	0
RP11-139H15.7	2	0	0	0	7	0	0	5
AC131056.3	0	2	5	7	11	1	10	4
RP11-493E12.3	0	0	0	0	9	4	12	22
RP1-274L7.4	36	81	10	76	2	10	29	0
RP11-687F6.5	12	15	9	4	10	21	10	7
AC171558.1	0	5	0	0	0	0	7	0
RF00017	1	1	0	0	1	6	8	2
TBC1D3B	9	16	11	4	52	46	23	38
NPHP3-ACAD11	2	0	0	0	12	0	17	152
RP1-292L20.3	2	1	0	0	0	0	3	7
RP4-616B8.5	0	3	0	1	0	7	3	0
CTD-2311B13.7	19	12	19	16	1	4	9	5
RP11-567M16.6	9	10	13	4	21	22	30	47
RP11-566K19.11	9	19	5	8	2	0	9	4
MAFIP	3	0	0	0	12	5	3	43
RF00004	2	1	3	0	0	1	23	4
RP4-724P12.2	14	4	19	5	1	0	3	0
RP11-268P4.6	0	0	0	0	9	0	6	10
RP11-15E1.5	11	20	13	13	0	11	19	1
RP11-478J18.2	13	18	9	12	0	3	8	19
CMB9-55F22.2	2	4	2	2	4	6	3	6
RP1-197B17.4	0	0	2	1	5	2	0	0
RP11-12A20.7	5	5	4	3	4	2	1	1
RNA5-8SN5	8092	4502	7037	206	78787	108786	61524	83748
RP11-88E10.5	8	13	10	7	5	12	17	18
CTD-2547G23.4	27	37	32	16	43	21	70	125
KRT123P	4	4	2	4	2	0	2	0
RP11-165D7.5	7	9	10	6	2	5	8	34
RP11-1030E3.2	1	9	4	2	4	0	0	0
TBC1D3I	5	29	35	12	0	0	0	0
CTD-2311M21.4	0	5	0	0	5	0	0	0
RP5-864K19.6	0	0	2	0	5	0	0	7
RP5-1009E24.9	1	0	7	4	0	4	5	0
RP11-659E9.6	9	29	7	24	9	4	21	32
RN7SL600P	1	0	1	0	1	5	0	11
RP11-817I4.1	4	4	3	1	27	6	4	27
RP11-472F21.1	0	2	2	9	0	0	1	0
RP13-401N8.7	6	16	8	1	0	11	20	0
RP11-1143G9.5	9	45	13	18	0	0	6	0
RP11-395B7.2	6	4	8	8	3	0	12	0
RP11-321F6.2	0	3	2	1	4	2	5	14
HIST1H2AH	0	2	0	2	20	11	8	18
ZNF280B	18	24	10	10	0	0	11	0
RP11-61O11.1	1	5	3	3	0	4	2	1
RP11-317B17.4	2	3	3	6	0	0	0	0
MLLT6	433	410	606	25	1533	1130	1390	2806
RP11-15E1.1	3	1	0	15	14	1	4	0
RP11-19G24.3	12	22	14	19	28	26	18	6
TP53TG3E	1	7	0	7	4	0	8	0
RP11-546B8.6	5	8	9	9	0	4	0	3
PPP4R3B	153	185	301	17	767	769	524	1276
CTC-471J1.11	2	2	0	0	0	5	0	1
RP11-127I20.8	5	2	8	4	4	7	22	26
PPP1R26P3	17	7	31	0	0	0	15	0
SYNRG	111	136	157	38	564	298	373	819
NUDT18	17	20	27	2	46	63	42	98
SNORD91B	5	2	5	0	63	85	23	42
RP11-442O1.3	3	16	9	11	22	4	1	0
LA16c-329F2.2	5	4	2	5	7	1	10	0
RP11-309L24.10	1	0	1	3	0	12	0	9
ZNF2	32	34	35	21	57	52	66	138
RP11-182J1.18	24	31	37	9	51	46	42	80
HIST1H4L	0	0	1	0	16	20	1	35
SNORD116-22	3	1	10	0	133	100	33	73
CH17-472G23.4	288	148	408	21	655	786	555	977
RP1-101D8.1	10	19	13	18	0	1	6	7
RP5-999L4.2	0	0	0	0	4	2	6	6
SCARNA16	76	42	111	0	1020	1221	242	815
SNX18P5	2	6	4	2	0	2	1	0
CCL16	2	3	10	4	14	3	17	26
CTD-2595P9.4	3	1	3	0	15	4	1	8
RP11-187C18.3	4	0	5	0	11	0	0	25
RP11-4B16.3	6	2	0	0	6	0	0	0
RP4-737E23.7	0	2	0	0	1	5	0	2
RP11-631N16.4	4	6	11	1	44	19	10	29
LENG9	9	13	17	6	37	39	23	44
RP11-471B22.3	12	20	5	13	27	13	1	18
RP11-156K23.3	0	3	5	6	34	8	2	3
RNA5-8SN4	8092	4502	7037	206	78787	108786	61524	83748
RP11-54H7.4	8	4	6	8	0	0	5	2
RF00004	2	1	3	0	0	1	23	4
HIST1H2AK	1	2	2	0	19	10	0	23
LINC00547	6	16	1	6	4	0	4	1
RP11-370I10.10	5	15	5	7	3	0	5	0
AC009120.11	4	4	2	2	2	0	2	0
RP11-157L3.12	3	3	0	0	0	0	9	0
AC171558.3	2	9	2	0	1	0	7	0
CCL4	18	10	4	13	5	1	8	18
RP11-526D8.11	5	12	12	0	28	15	9	71
RP11-262A16.1	4	12	7	3	40	2	10	52
RP11-26F2.1	1	4	11	3	0	3	9	0
RP11-83N9.6	2	4	4	7	1	3	1	3
RN7SL680P	6	0	3	2	1	3	0	0
FGD5P1	29	24	24	22	30	33	60	19
PRAG1	16	32	20	14	55	76	35	71
RP11-566K19.12	12	22	9	22	9	2	5	0
RP11-266K4.14	27	21	7	21	33	41	15	69
RP11-455F5.6	2	8	7	3	0	0	2	0
HIST1H3I	0	1	0	4	3	43	4	9
RP11-615I2.6	7	6	11	7	0	0	13	14
CCL18	2	2	0	2	5	1	0	25
RP11-214K3.24	13	14	7	17	7	2	15	4
FCGBP	50	44	41	22	315	49	65	78
RP4-756H11.5	4	7	2	0	17	0	3	17
RP4-564F22.7	13	13	14	13	8	5	27	23
RF00003	256	90	70	4	2803	31799	0	13351
RP11-131L12.4	0	0	1	0	0	2	0	9
HNF1B	17	28	15	11	16	8	7	7
CTC-529I10.1	1	0	0	0	7	14	0	8
RP11-429P7.1	4	4	4	2	0	0	1	0
CH17-262A2.1	0	2	2	0	0	4	0	22
CTD-2281E23.1	13	13	6	10	1	9	12	5
CTB-186H2.3	13	17	12	18	5	9	17	8
RP5-908M14.10	3	22	12	10	20	10	21	27
LA16c-360A4.1	1	1	0	0	13	5	0	0
CTD-2649C14.3	3	1	1	2	8	2	5	2
RP11-4L24.3	16	5	6	10	1	0	5	0
CTD-2026K11.4	11	8	5	6	0	0	13	31
RP1-198K11.5	8	8	2	8	21	7	2	2
CH507-9B2.5	26	29	51	12	122	50	106	9
RP11-569G13.3	6	3	1	5	0	0	1	0
LLNLR-304A6.2	0	1	2	0	5	7	0	10
RP11-474P2.6	24	37	28	27	30	40	37	79
CTC-1337H24.4	2	0	1	0	8	1	0	0
RP5-1009E24.8	0	4	2	1	0	0	2	14
RP11-266L9.8	4	2	2	1	0	8	0	4
CH507-24F1.2	0	2	0	3	0	0	54	0
RP11-440D17.6	1	6	1	2	3	0	0	0
RP11-322E11.2	1	3	6	3	0	2	0	1
CTB-58E17.3	0	3	0	0	0	0	5	15
RP13-122B23.12	2	2	3	2	15	5	4	4
CH17-302M23.1	11	13	8	5	0	8	10	0
ELOA3C	1	2	4	4	0	6	3	4
RN7SKP175	0	0	4	0	0	9	0	6
RP11-180M15.7	3	4	4	3	2	11	10	24
CTD-2311B13.5	7	3	6	5	0	8	0	6
RP11-930O11.3	1	1	2	0	2	7	7	23
RP5-836N17.4	8	3	3	1	4	7	2	2
RP11-295H24.4	3	2	1	1	0	0	1	13
XKR5	6	8	7	7	9	6	1	0
AC011330.13	3	0	2	0	0	2	8	0
RP11-291I6.2	0	1	0	0	3	5	0	2
RF00004	2	1	3	0	0	1	23	4
RP11-261N11.14	25	38	16	18	37	21	32	0
RP11-144A16.5	4	0	0	4	2	0	0	4
RP5-967N21.11	1	0	1	1	0	1	3	4
RP11-16E23.5	0	5	0	1	8	0	19	4
RP11-204I15.1	11	9	3	2	0	0	7	0
GATM-AS1	4	3	3	7	14	4	8	2
RP4-547N15.3	2	3	1	6	0	0	0	0
CCL15-CCL14	2	0	0	0	3	8	0	0
UBE2Q2P6	1	0	4	0	3	0	2	4
AATF	187	123	238	30	661	445	464	957
MIR3648-1	46	40	50	18	76	190	99	340
HIST1H2BH	10	22	20	22	16	16	3	16
HIST1H3A	3	1	6	1	18	35	17	5
CTB-147N14.6	3	6	1	1	4	1	3	2
RP11-449H3.3	36	30	79	0	236	169	109	381
RNA5-8SN1	8092	4502	7037	206	78787	108786	61524	83748
RP11-131L12.3	0	2	1	1	0	0	0	10
RP11-17M16.1	2	4	5	5	0	0	1	0
RP11-582E3.6	10	8	19	7	64	35	46	168
RP11-54C4.3	8	5	15	3	3	8	8	20
CH17-248H7.3	0	5	3	4	0	0	0	0
LL22NC03-24A12.9	3	5	3	1	0	1	0	0
HNRNPCL2	2	6	1	7	0	0	0	0
PRH1-PRR4	2	4	12	0	25	7	6	47
RIMBP3	37	54	18	18	15	14	24	30
RP11-349H17.2	2	3	2	6	2	1	0	24
RP11-1348G14.8	2	3	4	1	8	12	4	2
RP11-756P10.7	3	11	6	14	0	1	2	0
RP11-403A3.3	2	0	3	2	0	4	0	0
ARHGAP23	170	108	248	11	907	395	673	859
TUBGCP5	60	67	102	8	319	286	176	360
RP11-457M11.7	7	22	14	14	8	13	6	3
RP11-543P15.3	2	12	18	5	52	6	18	77
RP11-278C7.5	0	0	2	0	2	0	0	20
AC009133.21	2	1	2	3	0	0	2	2
NCRNA00162	2	1	2	1	0	0	0	4
RP11-90L1.8	8	6	5	10	2	0	12	9
IKBKGP1	0	5	9	0	47	14	15	82
RP13-516M14.10	3	1	0	1	35	4	10	5
U2AF1L5	155	25	50	24	484	500	306	678
PRSS2	4	5	3	2	0	0	3	8
RP11-94C24.13	4	2	2	0	1	1	0	1
RP11-497G19.7	8	9	6	9	0	6	3	4
RP13-1032I1.11	0	6	1	0	0	11	4	5
RP11-680G24.6	2	5	8	2	13	22	15	40
RP11-567P19.1	6	4	0	4	1	7	0	6
REXO1L11P	3	6	7	2	0	0	0	8
AC068831.17	4	1	1	1	12	0	0	0
RP11-104J23.1	5	16	5	17	2	1	1	0
EIF3S5P1	41	44	28	26	1	18	14	2
TBC1D3F	0	11	0	2	0	0	0	57
RP5-966M1.7	1	10	0	7	0	8	2	0
RP11-362I1.2	2	5	3	4	0	0	1	0
RP11-180M15.6	2	1	1	0	3	1	0	22
RP11-61K9.3	5	6	2	3	8	15	11	16
RP11-1055B8.9	1	1	2	1	4	5	7	4
SPATA31A3	13	19	4	3	0	0	11	0
CH17-264B6.1	16	28	7	12	9	11	16	2
AC018816.2	3	0	1	0	0	7	0	1
CH507-42P11.8	7	23	58	5	97	44	45	109
SNORA24	3	4	5	0	144	150	68	74
SNORD27	3	0	1	0	7	4	8	3
RP11-358L22.3	1	3	0	0	5	0	8	34
DUSP14	6	16	15	10	49	44	54	46
RNU12	12	7	22	0	153	101	17	72
CTD-2027I19.3	0	1	2	0	0	0	0	9
SPATA31A7	15	11	15	32	19	0	1	0
UHRF1	6	8	7	0	17	24	4	0
ORAI1	14	28	31	4	69	51	49	123
STMN1P1	9	18	12	9	18	12	11	2
RP11-260N14.1	4	6	2	1	0	13	5	0
CCL4L2	1	2	1	5	10	0	7	0
CTD-3234P18.6	5	8	11	12	16	9	13	15
CTD-2012K14.8	3	0	2	0	5	4	1	2
CH507-152C13.3	0	4	1	0	2	1	4	0
CH507-254M2.2	0	10	0	17	42	8	0	24
CCL3L3	2	2	2	9	1	19	4	0
RP11-507M3.1	3	0	7	3	3	0	2	9
RN7SL620P	5	0	3	1	0	0	2	0
CTD-2345H1.1	7	5	12	5	1	0	2	0
RP11-455O6.8	6	5	1	0	0	3	9	2
CTD-2033D15.2	8	9	2	1	32	11	51	67
RP11-169D4.3	1	6	0	1	0	0	0	4
RP11-817I4.2	3	5	7	1	48	6	8	25
FUT8-AS1	6	24	5	5	4	1	10	2
RP11-143E21.3	5	2	1	5	0	0	0	0
RF00017	0	1	0	1	0	9	0	0
RP11-154D6.2	3	0	0	2	0	0	9	0
RP11-459O16.8	5	6	1	17	2	0	0	0
RP11-481J2.3	1	6	3	2	0	0	2	0
RP11-50I19.2	0	3	0	0	11	0	1	19
WHAMML1	33	40	48	17	153	108	72	215
ABC12-49244600F4.4	5	6	3	8	6	16	13	0
AC124789.1	0	2	0	0	4	1	7	15
HIST1H4I	5	1	8	1	39	31	7	45
RP11-872J21.5	0	2	3	0	12	12	5	16
RF00017	0	1	0	0	0	0	1	8
ANKRD20A3	18	55	25	43	4	3	13	4
RP11-203I2.2	9	15	9	4	1	0	4	0
RF00017	4	7	2	0	0	0	2	0
CH17-373J23.1	0	0	1	0	17	16	8	18
RP4-781B1.5	1	2	5	2	0	0	0	12
PIK3R6	3	4	3	3	10	46	18	4
SCARNA10	15	0	0	0	0	0	0	40
TADA2A	31	15	40	11	134	130	60	253
OR4E1	9	29	11	17	11	4	2	0
RP11-230F18.5	20	9	32	5	88	28	31	56
CTB-32O4.3	9	9	9	3	24	6	5	0
RP5-881P19.7	14	26	16	7	30	16	40	19
AC011043.1	2	7	14	4	22	0	16	64
RP11-481J2.4	3	0	2	0	2	1	1	17
CH17-80A12.1	3	0	7	6	0	1	2	0
RP11-403A3.2	2	3	3	7	3	1	0	0
RP11-182J1.3	5	9	8	10	17	9	13	8
RP11-210K20.5	0	0	4	0	1	0	0	13
KCNE1B	14	18	4	1	0	0	0	0
RBBP4P3	5	8	6	10	3	0	7	0
FRG1HP	48	30	75	1	204	155	116	350
PIP5K2B	157	125	250	13	762	546	606	967
RP5-874C20.8	2	1	2	0	3	6	0	0
RP11-116D17.4	2	6	8	7	0	5	1	3
AL133243.1	4	8	18	2	33	47	14	59
RP11-106D4.2	25	20	26	15	112	22	53	85
AC004556.1	11	0	0	0	0	0	0	0
RP11-395E19.2	11	20	0	5	2	0	11	0
HIST1H2AJ	2	1	1	3	21	19	1	1
RP5-859I17.3	2	2	2	1	0	2	3	0
RP11-203I2.1	9	10	22	0	24	55	50	143
AC034110.1	2	2	4	4	0	2	11	1
RP11-744K17.9	2	8	5	9	0	0	2	6
CCL14	51	78	274	6	491	738	365	1670
HIST1H2BB	1	3	2	0	7	12	1	15
RP11-266K4.13	8	25	23	16	21	17	29	36
RP11-144A16.8	2	3	3	3	0	0	0	1
LLNLR-268E12.1	0	7	5	3	0	0	0	8
AC004076.5	8	5	5	7	8	9	9	13
RP11-493L12.7	1	0	1	5	0	3	0	0
RP11-93P10.3	6	22	8	12	0	0	13	2
BX255923.3	2	8	5	5	0	0	6	0
RP1-272E8.2	12	23	0	8	3	5	9	11
RP11-363G10.3	4	11	5	6	0	0	0	0
LINC00540	12	18	15	12	2	6	8	13
AC129778.3	4	0	2	1	1	7	0	4
CH17-353B19.1	7	12	1	11	7	11	0	3
AL133243.2	11	18	27	9	99	97	28	128
RP11-323F24.3	6	5	1	2	0	0	0	0
RP11-139H15.5	1	1	1	5	13	0	5	13
RN7SL453P	2	2	4	0	0	0	6	0
PCDHGB9P	18	13	26	5	73	56	23	83
PCDHGB5	81	45	60	19	196	77	167	317
HERC2P2	159	286	465	2	1198	1104	682	2201
CTA-276F8.1	5	10	11	8	16	30	8	171
RP11-460G11.2	8	12	7	10	0	5	7	2
CTD-2587H24.14	23	34	18	9	40	31	62	48
AC002550.6	2	0	0	0	0	5	5	24
GXYLT1P5	9	14	25	12	5	1	23	0
RF00004	2	1	3	0	0	1	23	4
RAB7B	27	28	36	10	155	95	103	161
RP11-425M5.7	2	0	3	0	15	2	3	3
RP11-793H4.1	4	10	3	7	2	0	3	2
RP11-366M4.19	11	12	9	4	4	0	5	4
RP11-419N10.6	7	12	7	11	0	0	7	0
AJ011931.1	12	37	12	17	11	25	51	2
RP3-333B15.6	8	12	3	6	0	4	0	0
DACH1	21	30	72	17	155	122	178	273
RP5-858L17.1	6	5	5	0	18	15	10	24
AC007950.2	0	3	7	1	0	0	2	15
RP11-407G23.7	5	17	10	6	0	1	0	0
RP11-142E9.1	9	15	24	11	39	45	12	74
RP5-1077H22.2	8	8	10	8	6	0	0	0
RP11-468E2.10	0	1	0	0	8	0	3	8
RNA5-8S4	8092	4502	7037	206	78787	108786	61524	83748
RP11-445F12.2	1	0	1	0	6	0	4	0
CSPG4P10	80	52	86	10	131	120	134	385
RP11-115K3.2	5	9	2	6	2	3	4	0
RP1-102E24.10	1	3	0	0	3	2	0	1
RP11-1000B6.7	18	13	20	16	48	33	11	56
RP11-123K3.9	6	9	1	2	5	0	1	0
AC142472.6	15	32	22	11	45	47	23	70
CTD-2562G15.3	6	21	6	3	0	6	8	10
RF00017	7	4	0	0	9	0	0	0
RP5-1116H23.5	0	3	3	2	4	10	0	0
CTD-2515H24.2	9	17	15	7	11	6	10	14
RP11-524N5.1	5	6	3	3	2	1	0	1
SNORD26	0	0	0	0	18	8	7	5
CTD-2270P14.5	24	37	20	7	2	22	57	24
RP11-291L22.9	13	13	13	6	32	59	51	106
RP11-8P11.4	1	1	3	3	0	0	3	3
RP11-10E18.7	1	2	8	2	6	11	8	52
RP1-228P16.8	1	3	4	3	4	0	0	0
RP11-88L20.1	3	1	2	1	0	1	4	0
CH17-360D5.2	20	18	18	9	5	0	29	0
RP5-875H18.9	1	6	0	4	2	0	7	0
RP11-305O6.4	0	5	2	0	9	5	7	3
CTD-3157E16.2	0	3	7	1	76	2	17	50
CTD-2047H16.5	0	1	2	0	0	2	7	4
CTD-2358C21.5	2	1	2	1	1	1	0	4
RP11-244H18.1	3	7	16	9	2	0	0	0
RP11-467L13.7	1	7	4	4	7	12	5	34
HIST1H2AL	1	0	1	0	39	11	0	3
RP11-230F18.6	2	0	8	0	25	1	9	0
RP11-266I3.9	0	11	1	2	0	0	0	0
RP11-161M6.6	0	1	2	0	4	2	0	6
AP000351.12	9	7	1	6	0	3	5	0
HIST1H4E	38	35	37	6	207	430	60	336
HYDIN2	37	34	28	18	203	18	63	52
CTD-3128G10.7	1	2	4	2	0	8	0	8
LA16c-359F1.1	0	0	1	0	5	4	0	4
RF01877	2	0	0	0	0	0	5	9
RP11-378J18.9	17	21	35	11	42	15	23	50
RP11-392O17.2	7	13	10	10	5	20	18	33
CH17-128G5.1	4	7	4	3	0	8	3	0
CTC-526N19.1	3	2	2	5	0	0	8	0
XXbac-B33L19.6	1	7	5	4	0	4	1	0
RP3-453C12.15	11	13	9	3	1	2	11	0
RP11-347J14.4	4	4	2	3	2	0	5	0
RP1-142O9.1	1	1	1	8	0	0	3	0
GTF2IP1	76	120	180	19	1241	478	782	1420
HNRNPCL3	9	3	7	20	0	0	4	0
AC004166.7	41	32	61	1	144	226	90	243
HIST1H2AE	10	11	11	2	78	68	3	81
RP11-520B13.8	11	13	2	2	7	0	3	6
RP11-755J8.1	0	5	2	3	7	11	1	7
CH507-9B2.1	0	0	27	0	29	0	59	103
CH17-264B6.3	1	0	0	0	56	0	0	0
RP11-146E13.4	13	43	19	41	0	10	3	3
RP11-530C5.4	1	1	6	0	19	8	13	23
RP11-327J17.9	6	13	9	3	53	43	7	88
LINC00235	22	34	20	7	10	37	24	79
RP11-59H7.4	0	0	1	1	0	5	0	8
RP11-640M9.1	13	30	30	15	59	76	33	183
TYW1B	23	30	39	10	62	73	49	218
F8A3	7	21	47	2	4	12	7	9
RP11-380B4.3	5	10	14	12	7	14	33	76
RP11-622C24.2	85	82	113	36	232	128	241	262
RP11-496I2.5	0	12	5	4	0	0	3	0
HIST1H4D	8	5	12	0	69	99	3	60
RP11-88E10.4	7	6	7	7	15	5	16	15
PIGW	4	6	11	10	57	27	35	43
RP11-343D24.1	1	5	4	1	0	0	0	0
CTD-2024F21.1	4	4	16	4	1	1	16	12
CTB-58E17.5	9	5	12	5	0	5	9	10
SNORA9	9	1	13	0	70	97	6	62
RP13-554M15.8	4	7	4	8	0	0	0	0
SNORD22	69	14	114	0	843	1025	390	357
AC007325.2	4	5	0	0	3	47	1	38
CH17-125A10.2	3	2	0	4	2	0	3	2
RP11-74E22.8	2	9	3	6	1	7	7	26
F8A1	24	0	15	6	107	128	91	138
RPPH1	1795	948	1809	20	11096	13721	5192	14763
RP11-14C10.6	10	13	10	15	0	2	9	0
RP11-204E4.4	6	20	10	14	0	0	0	0
CXorf18	3	5	0	5	4	0	0	1
HIST1H2BF	10	2	0	1	29	17	7	15
RP11-355N15.3	0	0	1	1	0	0	2	12
GTSE1-AS1	8	16	12	8	13	0	4	6
RF00017	1	3	4	0	0	10	2	1
RP11-114M1.3	9	15	6	3	0	1	14	0
RP13-580B18.2	5	7	4	6	0	0	1	0
PCGF2	42	38	72	4	323	151	215	304
RP11-445F12.1	12	16	3	6	0	5	10	6
IGHV1OR21-1	3	6	1	1	0	5	1	0
RP1-267D11.6	27	19	26	9	49	23	40	68
RP4-794I6.4	5	10	5	6	20	5	22	7
C10orf142	4	11	4	3	4	0	5	2
RP11-93P10.2	10	7	19	8	0	0	0	0
RP11-837J7.4	1	0	1	0	0	5	2	3
RP5-1184F4.7	2	9	1	2	4	0	1	0
RP11-989E6.13	0	5	0	1	0	6	4	0
GOLGA6L6	28	22	9	3	14	14	42	2
RP11-850A17.1	1	3	4	2	1	3	2	0
RP11-843B15.4	1	5	4	0	41	15	8	15
RP11-356C4.6	0	16	0	4	0	0	11	0
KB-68A7.2	0	2	0	0	0	0	12	0
